date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:32:21	11712/11712	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:21%20GMT	https://lanamoiseeva.com/lana	/Users/lana/Desktop/example_website/lanamoiseeva.com/lana.html	(from https://lanamoiseeva.com/)
19:32:22	21518/21518	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:22%20GMT	https://lanamoiseeva.com/sketchbook	/Users/lana/Desktop/example_website/lanamoiseeva.com/sketchbook.html	(from https://lanamoiseeva.com/)
19:32:23	14842/14842	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:23%20GMT	https://lanamoiseeva.com/art-retouching	/Users/lana/Desktop/example_website/lanamoiseeva.com/art-retouching.html	(from https://lanamoiseeva.com/)
19:32:24	11503/11503	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:24%20GMT	https://lanamoiseeva.com/mihael	/Users/lana/Desktop/example_website/lanamoiseeva.com/mihael.html	(from https://lanamoiseeva.com/)
19:32:25	12747/12747	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:25%20GMT	https://lanamoiseeva.com/lana-1	/Users/lana/Desktop/example_website/lanamoiseeva.com/lana-1.html	(from https://lanamoiseeva.com/)
19:32:26	18297/18297	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:26%20GMT	https://lanamoiseeva.com/marie	/Users/lana/Desktop/example_website/lanamoiseeva.com/marie.html	(from https://lanamoiseeva.com/)
19:32:27	11662/11662	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:27%20GMT	https://lanamoiseeva.com/self-portrait	/Users/lana/Desktop/example_website/lanamoiseeva.com/self-portrait.html	(from https://lanamoiseeva.com/)
19:32:28	14801/14801	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:28%20GMT	https://lanamoiseeva.com/devon	/Users/lana/Desktop/example_website/lanamoiseeva.com/devon.html	(from https://lanamoiseeva.com/)
19:32:29	14451/14451	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:29%20GMT	https://lanamoiseeva.com/zhanna	/Users/lana/Desktop/example_website/lanamoiseeva.com/zhanna.html	(from https://lanamoiseeva.com/)
19:32:30	11729/11729	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:30%20GMT	https://lanamoiseeva.com/photo-by-verginiya-yancheva	/Users/lana/Desktop/example_website/lanamoiseeva.com/photo-by-verginiya-yancheva.html	(from https://lanamoiseeva.com/)
19:32:31	11542/11542	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:31%20GMT	https://lanamoiseeva.com/peacock	/Users/lana/Desktop/example_website/lanamoiseeva.com/peacock.html	(from https://lanamoiseeva.com/)
19:32:32	14778/14778	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:32%20GMT	https://lanamoiseeva.com/nolisha	/Users/lana/Desktop/example_website/lanamoiseeva.com/nolisha.html	(from https://lanamoiseeva.com/)
19:32:33	13350/13350	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:33%20GMT	https://lanamoiseeva.com/andi	/Users/lana/Desktop/example_website/lanamoiseeva.com/andi.html	(from https://lanamoiseeva.com/)
19:32:34	11705/11705	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:34%20GMT	https://lanamoiseeva.com/rashmi	/Users/lana/Desktop/example_website/lanamoiseeva.com/rashmi.html	(from https://lanamoiseeva.com/)
19:32:35	19674/19674	---M--	200	added ('OK')	text/html	date:Mon,%2004%20Nov%202024%2000:32:35%20GMT	https://lanamoiseeva.com/hand-with-candle	/Users/lana/Desktop/example_website/lanamoiseeva.com/hand-with-candle.html	(from https://lanamoiseeva.com/)
19:32:36	141/141	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Nov%202024%2000:32:36%20GMT	https://lanamoiseeva.com/site/translations?cb=8bd99f3950f50b5edb5cc050ba0a6559c0796d9f	/Users/lana/Desktop/example_website/lanamoiseeva.com/site/translations2443	(from https://lanamoiseeva.com/)
19:32:38	354733/354733	---M--	200	added ('OK')	application/javascript	etag:%226723a685-569ad%22	https://lanamoiseeva.com/dist/js/main.js?cb=8bd99f3950f50b5edb5cc050ba0a6559c0796d9f	/Users/lana/Desktop/example_website/lanamoiseeva.com/dist/js/main2443.js	(from https://lanamoiseeva.com/)
19:32:38	141/141	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Nov%202024%2000:32:38%20GMT	https://lanamoiseeva.com/site/translations?cb=b72ceade03554e0564ddfb0d81e33eec97a4eeaa	/Users/lana/Desktop/example_website/lanamoiseeva.com/site/translations1670	(from https://lanamoiseeva.com/aviva-journey)
19:32:40	354733/354733	---M--	200	added ('OK')	application/javascript	etag:%226723a685-569ad%22	https://lanamoiseeva.com/dist/js/main.js?cb=b72ceade03554e0564ddfb0d81e33eec97a4eeaa	/Users/lana/Desktop/example_website/lanamoiseeva.com/dist/js/main1670.js	(from https://lanamoiseeva.com/aviva-journey)
